code,name,category_name,brand_name,model,serial_number,description,condition
AST00489,"Apple Audio Basic",Audio,Apple,"Basic 1659",SN00000489,"Consumer grade - Unit 489",damage
AST00490,"Epson Computers Standard",Computers,Epson,"Standard 4193",SN00000490,"Consumer grade - Unit 490",good
AST00491,"LG Networking Plus",Networking,LG,"Plus 4396",SN00000491,"Desktop unit - Unit 491",good
AST00492,"ASUS Cameras Max",Cameras,ASUS,"Max 7655",SN00000492,"High-performance device - Unit 492",damage
AST00493,"Acer Peripherals Basic",Peripherals,Acer,"Basic 1859",SN00000493,"Reliable office equipment - Unit 493",good
AST00494,"Samsung Printers Premium",Printers,Samsung,"Premium 5089",SN00000494,"Consumer grade - Unit 494",good
AST00495,"HP Audio Pro",Audio,HP,"Pro 1836",SN00000495,"Professional grade - Unit 495",damage
AST00496,"Epson Audio Ultra",Audio,Epson,"Ultra 8038",SN00000496,"Desktop unit - Unit 496",good
AST00497,"ASUS Audio Standard",Audio,ASUS,"Standard 4913",SN00000497,"Professional grade - Unit 497",damage
AST00498,"Corsair Computers Max",Computers,Corsair,"Max 1597",SN00000498,"Reliable office equipment - Unit 498",damage
AST00499,"Razer Audio Advanced",Audio,Razer,"Advanced 4257",SN00000499,"Compact model - Unit 499",damage
AST00500,"Dell Cameras Standard",Cameras,Dell,"Standard 9805",SN00000500,"Budget friendly - Unit 500",good
AST00501,"Microsoft Monitors Standard",Monitors,Microsoft,"Standard 4626",SN00000501,"Portable device - Unit 501",good
AST00502,"ASUS Storage Advanced",Storage,ASUS,"Advanced 7877",SN00000502,"Budget friendly - Unit 502",good
AST00503,"Apple Monitors Lite",Monitors,Apple,"Lite 7673",SN00000503,"Desktop unit - Unit 503",good
AST00504,"Logitech Accessories Standard",Accessories,Logitech,"Standard 2902",SN00000504,"Reliable office equipment - Unit 504",good
AST00505,"Acer Monitors Ultra",Monitors,Acer,"Ultra 4341",SN00000505,"High-performance device - Unit 505",damage
AST00506,"Canon Monitors Advanced",Monitors,Canon,"Advanced 4877",SN00000506,"Enterprise solution - Unit 506",damage
AST00507,"Acer Printers Basic",Printers,Acer,"Basic 6029",SN00000507,"Professional grade - Unit 507",damage
AST00508,"Epson Audio Premium",Audio,Epson,"Premium 7475",SN00000508,"Budget friendly - Unit 508",good
AST00509,"Apple Audio Ultra",Audio,Apple,"Ultra 4850",SN00000509,"Professional grade - Unit 509",good
AST00510,"Samsung Networking Ultra",Networking,Samsung,"Ultra 2919",SN00000510,"Industrial equipment - Unit 510",damage
AST00511,"Corsair Networking Ultra",Networking,Corsair,"Ultra 9418",SN00000511,"Industrial equipment - Unit 511",good
AST00512,"Razer Accessories Premium",Accessories,Razer,"Premium 2629",SN00000512,"Desktop unit - Unit 512",good
AST00513,"Lenovo Monitors Deluxe",Monitors,Lenovo,"Deluxe 1211",SN00000513,"Desktop unit - Unit 513",damage
AST00514,"Samsung Computers Plus",Computers,Samsung,"Plus 8446",SN00000514,"Budget friendly - Unit 514",damage
AST00515,"Netgear Computers Advanced",Computers,Netgear,"Advanced 5515",SN00000515,"Budget friendly - Unit 515",damage
AST00516,"Logitech Projectors Premium",Projectors,Logitech,"Premium 7138",SN00000516,"Budget friendly - Unit 516",good
AST00517,"Logitech Cameras Premium",Cameras,Logitech,"Premium 9647",SN00000517,"Consumer grade - Unit 517",damage
AST00518,"Epson Projectors Ultra",Projectors,Epson,"Ultra 4261",SN00000518,"Enterprise solution - Unit 518",damage
AST00519,"Corsair Printers Premium",Printers,Corsair,"Premium 4725",SN00000519,"Budget friendly - Unit 519",good
AST00520,"Netgear Monitors Basic",Monitors,Netgear,"Basic 4939",SN00000520,"Industrial equipment - Unit 520",good
AST00521,"Netgear Peripherals Advanced",Peripherals,Netgear,"Advanced 5646",SN00000521,"Desktop unit - Unit 521",damage
AST00522,"Corsair Projectors Advanced",Projectors,Corsair,"Advanced 2723",SN00000522,"Enterprise solution - Unit 522",damage
AST00523,"Epson Computers Deluxe",Computers,Epson,"Deluxe 6820",SN00000523,"Enterprise solution - Unit 523",damage
AST00524,"Razer Storage Plus",Storage,Razer,"Plus 7139",SN00000524,"Portable device - Unit 524",damage
AST00525,"HP Monitors Max",Monitors,HP,"Max 8544",SN00000525,"Industrial equipment - Unit 525",damage
AST00526,"Lenovo Networking Lite",Networking,Lenovo,"Lite 9497",SN00000526,"Consumer grade - Unit 526",damage
AST00527,"Corsair Storage Premium",Storage,Corsair,"Premium 9842",SN00000527,"Portable device - Unit 527",good
AST00528,"Acer Audio Basic",Audio,Acer,"Basic 3872",SN00000528,"Reliable office equipment - Unit 528",damage
AST00529,"Apple Printers Ultra",Printers,Apple,"Ultra 9050",SN00000529,"Reliable office equipment - Unit 529",damage
AST00530,"Epson Storage Lite",Storage,Epson,"Lite 4672",SN00000530,"Portable device - Unit 530",good
AST00531,"Razer Computers Basic",Computers,Razer,"Basic 7686",SN00000531,"Consumer grade - Unit 531",good
AST00532,"Acer Peripherals Deluxe",Peripherals,Acer,"Deluxe 6245",SN00000532,"Professional grade - Unit 532",good
AST00533,"Lenovo Printers Standard",Printers,Lenovo,"Standard 1048",SN00000533,"Enterprise solution - Unit 533",good
AST00534,"Microsoft Storage Ultra",Storage,Microsoft,"Ultra 7508",SN00000534,"Reliable office equipment - Unit 534",good
AST00535,"Corsair Accessories Max",Accessories,Corsair,"Max 9582",SN00000535,"Budget friendly - Unit 535",damage
AST00536,"Microsoft Networking Premium",Networking,Microsoft,"Premium 8506",SN00000536,"Consumer grade - Unit 536",damage
AST00537,"Apple Printers Pro",Printers,Apple,"Pro 6148",SN00000537,"Budget friendly - Unit 537",good
AST00538,"Razer Computers Standard",Computers,Razer,"Standard 1959",SN00000538,"Budget friendly - Unit 538",good
AST00539,"Samsung Storage Deluxe",Storage,Samsung,"Deluxe 6903",SN00000539,"Enterprise solution - Unit 539",good
AST00540,"Logitech Computers Lite",Computers,Logitech,"Lite 4485",SN00000540,"Desktop unit - Unit 540",good
AST00541,"LG Audio Basic",Audio,LG,"Basic 5865",SN00000541,"Reliable office equipment - Unit 541",damage
AST00542,"Lenovo Cameras Ultra",Cameras,Lenovo,"Ultra 3935",SN00000542,"Reliable office equipment - Unit 542",damage
AST00543,"ASUS Storage Premium",Storage,ASUS,"Premium 7466",SN00000543,"Industrial equipment - Unit 543",damage
AST00544,"LG Cameras Deluxe",Cameras,LG,"Deluxe 4411",SN00000544,"Enterprise solution - Unit 544",good
AST00545,"Apple Printers Premium",Printers,Apple,"Premium 4604",SN00000545,"Enterprise solution - Unit 545",damage
AST00546,"HP Printers Max",Printers,HP,"Max 5524",SN00000546,"Desktop unit - Unit 546",good
AST00547,"Epson Projectors Deluxe",Projectors,Epson,"Deluxe 6590",SN00000547,"Compact model - Unit 547",damage
AST00548,"Apple Printers Standard",Printers,Apple,"Standard 4267",SN00000548,"Professional grade - Unit 548",damage
AST00549,"LG Networking Plus",Networking,LG,"Plus 4590",SN00000549,"Industrial equipment - Unit 549",good
AST00550,"Canon Computers Advanced",Computers,Canon,"Advanced 2857",SN00000550,"Consumer grade - Unit 550",good
AST00551,"Canon Audio Standard",Audio,Canon,"Standard 8453",SN00000551,"Reliable office equipment - Unit 551",good
AST00552,"Dell Computers Pro",Computers,Dell,"Pro 7877",SN00000552,"Compact model - Unit 552",damage
AST00553,"Razer Storage Ultra",Storage,Razer,"Ultra 3628",SN00000553,"Budget friendly - Unit 553",good
AST00554,"Canon Monitors Deluxe",Monitors,Canon,"Deluxe 1554",SN00000554,"Desktop unit - Unit 554",good
AST00555,"Dell Storage Deluxe",Storage,Dell,"Deluxe 6886",SN00000555,"High-performance device - Unit 555",good
AST00556,"Apple Monitors Standard",Monitors,Apple,"Standard 5767",SN00000556,"Compact model - Unit 556",damage
AST00557,"ASUS Networking Deluxe",Networking,ASUS,"Deluxe 7605",SN00000557,"Desktop unit - Unit 557",damage
AST00558,"LG Printers Pro",Printers,LG,"Pro 9631",SN00000558,"Professional grade - Unit 558",good
AST00559,"LG Projectors Plus",Projectors,LG,"Plus 4415",SN00000559,"Desktop unit - Unit 559",damage
AST00560,"ASUS Storage Standard",Storage,ASUS,"Standard 6456",SN00000560,"Desktop unit - Unit 560",damage
AST00561,"Razer Networking Lite",Networking,Razer,"Lite 1815",SN00000561,"Desktop unit - Unit 561",damage
AST00562,"ASUS Audio Basic",Audio,ASUS,"Basic 5801",SN00000562,"Industrial equipment - Unit 562",damage
AST00563,"Apple Computers Plus",Computers,Apple,"Plus 5617",SN00000563,"Budget friendly - Unit 563",good
AST00564,"Razer Networking Ultra",Networking,Razer,"Ultra 9226",SN00000564,"Professional grade - Unit 564",good
AST00565,"Dell Storage Ultra",Storage,Dell,"Ultra 8983",SN00000565,"Desktop unit - Unit 565",good
AST00566,"ASUS Accessories Basic",Accessories,ASUS,"Basic 9669",SN00000566,"Industrial equipment - Unit 566",damage
AST00567,"Netgear Computers Pro",Computers,Netgear,"Pro 6122",SN00000567,"Desktop unit - Unit 567",good
AST00568,"Canon Audio Deluxe",Audio,Canon,"Deluxe 8753",SN00000568,"Professional grade - Unit 568",good
AST00569,"Logitech Cameras Max",Cameras,Logitech,"Max 7145",SN00000569,"Budget friendly - Unit 569",damage
AST00570,"Apple Peripherals Pro",Peripherals,Apple,"Pro 1757",SN00000570,"Desktop unit - Unit 570",good
AST00571,"Corsair Networking Premium",Networking,Corsair,"Premium 3189",SN00000571,"Enterprise solution - Unit 571",damage
AST00572,"Microsoft Projectors Plus",Projectors,Microsoft,"Plus 4074",SN00000572,"Professional grade - Unit 572",damage
AST00573,"Samsung Projectors Ultra",Projectors,Samsung,"Ultra 7062",SN00000573,"Compact model - Unit 573",damage
AST00574,"Acer Monitors Lite",Monitors,Acer,"Lite 9463",SN00000574,"Professional grade - Unit 574",damage
AST00575,"Canon Monitors Premium",Monitors,Canon,"Premium 3191",SN00000575,"Budget friendly - Unit 575",damage
AST00576,"Lenovo Cameras Premium",Cameras,Lenovo,"Premium 8929",SN00000576,"Consumer grade - Unit 576",good
AST00577,"Acer Accessories Lite",Accessories,Acer,"Lite 5631",SN00000577,"Reliable office equipment - Unit 577",good
AST00578,"Samsung Audio Max",Audio,Samsung,"Max 8977",SN00000578,"Reliable office equipment - Unit 578",damage
AST00579,"Samsung Accessories Ultra",Accessories,Samsung,"Ultra 9824",SN00000579,"Portable device - Unit 579",good
AST00580,"Microsoft Cameras Deluxe",Cameras,Microsoft,"Deluxe 4644",SN00000580,"Portable device - Unit 580",good
AST00581,"Lenovo Computers Standard",Computers,Lenovo,"Standard 5612",SN00000581,"Enterprise solution - Unit 581",good
AST00582,"Lenovo Storage Lite",Storage,Lenovo,"Lite 5228",SN00000582,"Budget friendly - Unit 582",damage
AST00583,"LG Monitors Advanced",Monitors,LG,"Advanced 2014",SN00000583,"Consumer grade - Unit 583",good
AST00584,"Epson Storage Advanced",Storage,Epson,"Advanced 5287",SN00000584,"Consumer grade - Unit 584",good
AST00585,"Apple Storage Standard",Storage,Apple,"Standard 7425",SN00000585,"Portable device - Unit 585",good
AST00586,"Netgear Storage Standard",Storage,Netgear,"Standard 7397",SN00000586,"High-performance device - Unit 586",damage
AST00587,"Samsung Audio Deluxe",Audio,Samsung,"Deluxe 7144",SN00000587,"Industrial equipment - Unit 587",damage
AST00588,"HP Projectors Ultra",Projectors,HP,"Ultra 3662",SN00000588,"Budget friendly - Unit 588",good
AST00589,"Dell Printers Ultra",Printers,Dell,"Ultra 6121",SN00000589,"Industrial equipment - Unit 589",good
AST00590,"Lenovo Storage Deluxe",Storage,Lenovo,"Deluxe 5195",SN00000590,"Professional grade - Unit 590",good
AST00591,"Dell Storage Ultra",Storage,Dell,"Ultra 4805",SN00000591,"Industrial equipment - Unit 591",good
AST00592,"Epson Cameras Basic",Cameras,Epson,"Basic 3941",SN00000592,"Consumer grade - Unit 592",damage
AST00593,"Corsair Audio Pro",Audio,Corsair,"Pro 6852",SN00000593,"Consumer grade - Unit 593",good
AST00594,"Samsung Storage Pro",Storage,Samsung,"Pro 3671",SN00000594,"High-performance device - Unit 594",good
AST00595,"ASUS Accessories Basic",Accessories,ASUS,"Basic 7866",SN00000595,"Consumer grade - Unit 595",good
AST00596,"Razer Networking Pro",Networking,Razer,"Pro 9113",SN00000596,"Enterprise solution - Unit 596",damage
AST00597,"ASUS Printers Pro",Printers,ASUS,"Pro 5608",SN00000597,"Enterprise solution - Unit 597",good
AST00598,"Logitech Cameras Pro",Cameras,Logitech,"Pro 8607",SN00000598,"Desktop unit - Unit 598",damage
AST00599,"Canon Peripherals Deluxe",Peripherals,Canon,"Deluxe 2174",SN00000599,"High-performance device - Unit 599",damage
AST00600,"Netgear Printers Max",Printers,Netgear,"Max 9592",SN00000600,"Industrial equipment - Unit 600",good
AST00601,"Apple Networking Deluxe",Networking,Apple,"Deluxe 1111",SN00000601,"Portable device - Unit 601",good
AST00602,"Microsoft Cameras Ultra",Cameras,Microsoft,"Ultra 3178",SN00000602,"Portable device - Unit 602",damage
AST00603,"LG Projectors Deluxe",Projectors,LG,"Deluxe 6477",SN00000603,"High-performance device - Unit 603",good
AST00604,"Apple Storage Standard",Storage,Apple,"Standard 5693",SN00000604,"High-performance device - Unit 604",good
AST00605,"Razer Projectors Pro",Projectors,Razer,"Pro 4736",SN00000605,"Compact model - Unit 605",damage
AST00606,"Dell Networking Ultra",Networking,Dell,"Ultra 5402",SN00000606,"Industrial equipment - Unit 606",good
AST00607,"Lenovo Audio Max",Audio,Lenovo,"Max 4148",SN00000607,"Enterprise solution - Unit 607",damage
AST00608,"Acer Printers Pro",Printers,Acer,"Pro 3985",SN00000608,"Professional grade - Unit 608",damage
AST00609,"HP Projectors Pro",Projectors,HP,"Pro 2157",SN00000609,"Desktop unit - Unit 609",damage
AST00610,"Samsung Monitors Pro",Monitors,Samsung,"Pro 8072",SN00000610,"Desktop unit - Unit 610",damage
AST00611,"HP Projectors Lite",Projectors,HP,"Lite 2573",SN00000611,"Enterprise solution - Unit 611",good
AST00612,"HP Peripherals Max",Peripherals,HP,"Max 2422",SN00000612,"High-performance device - Unit 612",good
AST00613,"Epson Peripherals Advanced",Peripherals,Epson,"Advanced 2682",SN00000613,"Budget friendly - Unit 613",good
AST00614,"HP Peripherals Premium",Peripherals,HP,"Premium 3055",SN00000614,"Reliable office equipment - Unit 614",damage
AST00615,"Microsoft Projectors Max",Projectors,Microsoft,"Max 9063",SN00000615,"Consumer grade - Unit 615",good
AST00616,"Dell Audio Deluxe",Audio,Dell,"Deluxe 5286",SN00000616,"High-performance device - Unit 616",good
AST00617,"Epson Peripherals Advanced",Peripherals,Epson,"Advanced 1988",SN00000617,"Desktop unit - Unit 617",damage
AST00618,"Dell Peripherals Advanced",Peripherals,Dell,"Advanced 8348",SN00000618,"Consumer grade - Unit 618",damage
AST00619,"Razer Storage Pro",Storage,Razer,"Pro 9522",SN00000619,"Industrial equipment - Unit 619",damage
AST00620,"Microsoft Networking Basic",Networking,Microsoft,"Basic 9273",SN00000620,"Desktop unit - Unit 620",damage
AST00621,"Acer Accessories Ultra",Accessories,Acer,"Ultra 2445",SN00000621,"Enterprise solution - Unit 621",damage
AST00622,"Acer Projectors Ultra",Projectors,Acer,"Ultra 8239",SN00000622,"Compact model - Unit 622",good
AST00623,"HP Projectors Standard",Projectors,HP,"Standard 1799",SN00000623,"Reliable office equipment - Unit 623",damage
AST00624,"Samsung Cameras Premium",Cameras,Samsung,"Premium 3955",SN00000624,"Desktop unit - Unit 624",damage
AST00625,"Apple Peripherals Lite",Peripherals,Apple,"Lite 3051",SN00000625,"Industrial equipment - Unit 625",damage
AST00626,"Dell Cameras Pro",Cameras,Dell,"Pro 8080",SN00000626,"Industrial equipment - Unit 626",damage
AST00627,"Razer Printers Basic",Printers,Razer,"Basic 5794",SN00000627,"Enterprise solution - Unit 627",damage
AST00628,"Netgear Networking Lite",Networking,Netgear,"Lite 8425",SN00000628,"Industrial equipment - Unit 628",damage
AST00629,"Razer Accessories Lite",Accessories,Razer,"Lite 5361",SN00000629,"Reliable office equipment - Unit 629",good
AST00630,"Canon Cameras Premium",Cameras,Canon,"Premium 9427",SN00000630,"Reliable office equipment - Unit 630",good
AST00631,"Acer Printers Ultra",Printers,Acer,"Ultra 8554",SN00000631,"Compact model - Unit 631",good
AST00632,"Lenovo Printers Advanced",Printers,Lenovo,"Advanced 3841",SN00000632,"Budget friendly - Unit 632",damage
AST00633,"Logitech Monitors Pro",Monitors,Logitech,"Pro 7875",SN00000633,"Desktop unit - Unit 633",damage
AST00634,"Lenovo Computers Premium",Computers,Lenovo,"Premium 5256",SN00000634,"Desktop unit - Unit 634",damage
AST00635,"Corsair Peripherals Pro",Peripherals,Corsair,"Pro 8227",SN00000635,"Compact model - Unit 635",damage
AST00636,"Canon Projectors Deluxe",Projectors,Canon,"Deluxe 2803",SN00000636,"Desktop unit - Unit 636",good
AST00637,"Razer Peripherals Lite",Peripherals,Razer,"Lite 7243",SN00000637,"Enterprise solution - Unit 637",damage
AST00638,"Dell Networking Premium",Networking,Dell,"Premium 3165",SN00000638,"Consumer grade - Unit 638",good
AST00639,"Epson Peripherals Advanced",Peripherals,Epson,"Advanced 1851",SN00000639,"Compact model - Unit 639",damage
AST00640,"Dell Cameras Deluxe",Cameras,Dell,"Deluxe 1724",SN00000640,"Reliable office equipment - Unit 640",good
AST00641,"ASUS Peripherals Deluxe",Peripherals,ASUS,"Deluxe 3404",SN00000641,"Reliable office equipment - Unit 641",damage
AST00642,"Samsung Audio Max",Audio,Samsung,"Max 9601",SN00000642,"Industrial equipment - Unit 642",good
AST00643,"Razer Projectors Plus",Projectors,Razer,"Plus 5186",SN00000643,"Portable device - Unit 643",good
AST00644,"LG Storage Standard",Storage,LG,"Standard 1475",SN00000644,"Portable device - Unit 644",good
AST00645,"HP Monitors Plus",Monitors,HP,"Plus 8593",SN00000645,"Reliable office equipment - Unit 645",good
AST00646,"Razer Printers Advanced",Printers,Razer,"Advanced 3447",SN00000646,"Enterprise solution - Unit 646",good
AST00647,"Razer Projectors Premium",Projectors,Razer,"Premium 9928",SN00000647,"Compact model - Unit 647",good
AST00648,"Lenovo Audio Standard",Audio,Lenovo,"Standard 5191",SN00000648,"Budget friendly - Unit 648",good
AST00649,"LG Peripherals Max",Peripherals,LG,"Max 4441",SN00000649,"Professional grade - Unit 649",good
AST00650,"Canon Peripherals Premium",Peripherals,Canon,"Premium 5778",SN00000650,"Enterprise solution - Unit 650",damage
AST00651,"Canon Peripherals Deluxe",Peripherals,Canon,"Deluxe 1258",SN00000651,"High-performance device - Unit 651",damage
AST00652,"Netgear Peripherals Premium",Peripherals,Netgear,"Premium 1531",SN00000652,"Desktop unit - Unit 652",damage
AST00653,"Netgear Peripherals Advanced",Peripherals,Netgear,"Advanced 6700",SN00000653,"Budget friendly - Unit 653",damage
AST00654,"Razer Printers Pro",Printers,Razer,"Pro 6003",SN00000654,"Compact model - Unit 654",damage
AST00655,"Logitech Networking Advanced",Networking,Logitech,"Advanced 4695",SN00000655,"Compact model - Unit 655",damage
AST00656,"Samsung Cameras Ultra",Cameras,Samsung,"Ultra 8437",SN00000656,"Professional grade - Unit 656",damage
AST00657,"Netgear Audio Premium",Audio,Netgear,"Premium 7015",SN00000657,"Portable device - Unit 657",good
AST00658,"Epson Networking Lite",Networking,Epson,"Lite 9081",SN00000658,"Reliable office equipment - Unit 658",damage
AST00659,"LG Networking Pro",Networking,LG,"Pro 7443",SN00000659,"Reliable office equipment - Unit 659",good
AST00660,"Corsair Audio Max",Audio,Corsair,"Max 6465",SN00000660,"Reliable office equipment - Unit 660",damage
AST00661,"LG Cameras Ultra",Cameras,LG,"Ultra 7973",SN00000661,"Desktop unit - Unit 661",damage
AST00662,"Razer Networking Premium",Networking,Razer,"Premium 7891",SN00000662,"Budget friendly - Unit 662",good
AST00663,"Acer Storage Standard",Storage,Acer,"Standard 6108",SN00000663,"Consumer grade - Unit 663",damage
AST00664,"Epson Peripherals Ultra",Peripherals,Epson,"Ultra 3587",SN00000664,"Professional grade - Unit 664",damage
AST00665,"HP Peripherals Pro",Peripherals,HP,"Pro 8245",SN00000665,"Professional grade - Unit 665",damage
AST00666,"Microsoft Projectors Plus",Projectors,Microsoft,"Plus 5024",SN00000666,"Compact model - Unit 666",damage
AST00667,"Logitech Accessories Deluxe",Accessories,Logitech,"Deluxe 9138",SN00000667,"Enterprise solution - Unit 667",damage
AST00668,"Logitech Storage Deluxe",Storage,Logitech,"Deluxe 9217",SN00000668,"Budget friendly - Unit 668",damage
AST00669,"HP Accessories Basic",Accessories,HP,"Basic 3719",SN00000669,"Compact model - Unit 669",good
AST00670,"Canon Storage Deluxe",Storage,Canon,"Deluxe 6282",SN00000670,"High-performance device - Unit 670",damage
AST00671,"Acer Monitors Standard",Monitors,Acer,"Standard 8264",SN00000671,"Portable device - Unit 671",good
AST00672,"Razer Peripherals Premium",Peripherals,Razer,"Premium 3817",SN00000672,"Professional grade - Unit 672",good
AST00673,"Microsoft Cameras Advanced",Cameras,Microsoft,"Advanced 4709",SN00000673,"Compact model - Unit 673",good
AST00674,"Epson Cameras Ultra",Cameras,Epson,"Ultra 7981",SN00000674,"Desktop unit - Unit 674",good
AST00675,"Logitech Computers Deluxe",Computers,Logitech,"Deluxe 1130",SN00000675,"Consumer grade - Unit 675",damage
AST00676,"Epson Computers Lite",Computers,Epson,"Lite 8802",SN00000676,"Industrial equipment - Unit 676",damage
AST00677,"Lenovo Storage Standard",Storage,Lenovo,"Standard 3592",SN00000677,"Enterprise solution - Unit 677",good
AST00678,"Apple Audio Advanced",Audio,Apple,"Advanced 7269",SN00000678,"High-performance device - Unit 678",damage
AST00679,"Lenovo Projectors Max",Projectors,Lenovo,"Max 4410",SN00000679,"Compact model - Unit 679",damage
AST00680,"Canon Networking Pro",Networking,Canon,"Pro 9238",SN00000680,"Compact model - Unit 680",damage
AST00681,"Dell Cameras Advanced",Cameras,Dell,"Advanced 5478",SN00000681,"Portable device - Unit 681",good
AST00682,"Apple Cameras Standard",Cameras,Apple,"Standard 7127",SN00000682,"High-performance device - Unit 682",damage
AST00683,"HP Peripherals Deluxe",Peripherals,HP,"Deluxe 8695",SN00000683,"High-performance device - Unit 683",damage
AST00684,"LG Monitors Pro",Monitors,LG,"Pro 3319",SN00000684,"Portable device - Unit 684",good
AST00685,"Logitech Computers Deluxe",Computers,Logitech,"Deluxe 2236",SN00000685,"Desktop unit - Unit 685",damage
AST00686,"Apple Printers Max",Printers,Apple,"Max 5263",SN00000686,"Reliable office equipment - Unit 686",damage
AST00687,"Apple Networking Ultra",Networking,Apple,"Ultra 9816",SN00000687,"Budget friendly - Unit 687",damage
AST00688,"LG Projectors Advanced",Projectors,LG,"Advanced 2151",SN00000688,"Desktop unit - Unit 688",damage
AST00689,"Canon Monitors Pro",Monitors,Canon,"Pro 7312",SN00000689,"Consumer grade - Unit 689",good
AST00690,"Epson Accessories Premium",Accessories,Epson,"Premium 8653",SN00000690,"High-performance device - Unit 690",damage
AST00691,"Razer Printers Advanced",Printers,Razer,"Advanced 8149",SN00000691,"High-performance device - Unit 691",damage
AST00692,"Razer Storage Max",Storage,Razer,"Max 1654",SN00000692,"Consumer grade - Unit 692",damage
AST00693,"Netgear Accessories Premium",Accessories,Netgear,"Premium 1941",SN00000693,"Compact model - Unit 693",damage
AST00694,"ASUS Audio Standard",Audio,ASUS,"Standard 5847",SN00000694,"Reliable office equipment - Unit 694",damage
AST00695,"Canon Accessories Advanced",Accessories,Canon,"Advanced 2235",SN00000695,"Consumer grade - Unit 695",good
AST00696,"Microsoft Monitors Lite",Monitors,Microsoft,"Lite 8232",SN00000696,"Reliable office equipment - Unit 696",damage
AST00697,"Canon Accessories Ultra",Accessories,Canon,"Ultra 5153",SN00000697,"Professional grade - Unit 697",damage
AST00698,"HP Audio Standard",Audio,HP,"Standard 4930",SN00000698,"Portable device - Unit 698",good
AST00699,"Acer Audio Lite",Audio,Acer,"Lite 4218",SN00000699,"Desktop unit - Unit 699",good
AST00700,"ASUS Storage Deluxe",Storage,ASUS,"Deluxe 4752",SN00000700,"Industrial equipment - Unit 700",good
AST00701,"Microsoft Audio Deluxe",Audio,Microsoft,"Deluxe 8848",SN00000701,"Compact model - Unit 701",damage
AST00702,"Lenovo Projectors Lite",Projectors,Lenovo,"Lite 2985",SN00000702,"Professional grade - Unit 702",damage
AST00703,"Epson Networking Pro",Networking,Epson,"Pro 1841",SN00000703,"Budget friendly - Unit 703",damage
AST00704,"HP Accessories Pro",Accessories,HP,"Pro 7896",SN00000704,"Budget friendly - Unit 704",damage
AST00705,"Canon Networking Basic",Networking,Canon,"Basic 5159",SN00000705,"Enterprise solution - Unit 705",good
AST00706,"Corsair Accessories Premium",Accessories,Corsair,"Premium 5690",SN00000706,"Enterprise solution - Unit 706",good
AST00707,"ASUS Accessories Deluxe",Accessories,ASUS,"Deluxe 2430",SN00000707,"Desktop unit - Unit 707",good
AST00708,"Lenovo Accessories Plus",Accessories,Lenovo,"Plus 6552",SN00000708,"Portable device - Unit 708",good
AST00709,"Dell Projectors Max",Projectors,Dell,"Max 8758",SN00000709,"High-performance device - Unit 709",good
AST00710,"Samsung Audio Plus",Audio,Samsung,"Plus 4884",SN00000710,"Consumer grade - Unit 710",damage
AST00711,"Acer Storage Max",Storage,Acer,"Max 6855",SN00000711,"Budget friendly - Unit 711",damage
AST00712,"Microsoft Cameras Plus",Cameras,Microsoft,"Plus 7202",SN00000712,"Reliable office equipment - Unit 712",damage
AST00713,"HP Cameras Advanced",Cameras,HP,"Advanced 8529",SN00000713,"Enterprise solution - Unit 713",damage
AST00714,"ASUS Monitors Max",Monitors,ASUS,"Max 2392",SN00000714,"Industrial equipment - Unit 714",damage
AST00715,"Microsoft Networking Ultra",Networking,Microsoft,"Ultra 8962",SN00000715,"Professional grade - Unit 715",good
AST00716,"Microsoft Computers Premium",Computers,Microsoft,"Premium 1806",SN00000716,"Industrial equipment - Unit 716",damage
AST00717,"Razer Computers Standard",Computers,Razer,"Standard 4891",SN00000717,"Desktop unit - Unit 717",damage
AST00718,"Microsoft Monitors Standard",Monitors,Microsoft,"Standard 6453",SN00000718,"Portable device - Unit 718",damage
AST00719,"Razer Audio Ultra",Audio,Razer,"Ultra 1062",SN00000719,"Desktop unit - Unit 719",damage
AST00720,"ASUS Peripherals Lite",Peripherals,ASUS,"Lite 8037",SN00000720,"Compact model - Unit 720",good
AST00721,"Lenovo Storage Advanced",Storage,Lenovo,"Advanced 9920",SN00000721,"High-performance device - Unit 721",good
AST00722,"Dell Accessories Plus",Accessories,Dell,"Plus 7321",SN00000722,"Compact model - Unit 722",good
AST00723,"Lenovo Networking Lite",Networking,Lenovo,"Lite 1632",SN00000723,"Desktop unit - Unit 723",good
AST00724,"Razer Accessories Plus",Accessories,Razer,"Plus 3092",SN00000724,"Industrial equipment - Unit 724",damage
AST00725,"HP Cameras Deluxe",Cameras,HP,"Deluxe 7508",SN00000725,"High-performance device - Unit 725",good
AST00726,"Apple Monitors Premium",Monitors,Apple,"Premium 4039",SN00000726,"Desktop unit - Unit 726",good
AST00727,"Razer Projectors Pro",Projectors,Razer,"Pro 6007",SN00000727,"Industrial equipment - Unit 727",damage
AST00728,"Epson Computers Pro",Computers,Epson,"Pro 3862",SN00000728,"Budget friendly - Unit 728",good
AST00729,"Logitech Computers Plus",Computers,Logitech,"Plus 5842",SN00000729,"Industrial equipment - Unit 729",good
AST00730,"Microsoft Cameras Max",Cameras,Microsoft,"Max 3485",SN00000730,"Desktop unit - Unit 730",good
AST00731,"Razer Projectors Pro",Projectors,Razer,"Pro 7056",SN00000731,"High-performance device - Unit 731",damage
AST00732,"Dell Projectors Standard",Projectors,Dell,"Standard 4758",SN00000732,"Enterprise solution - Unit 732",damage
